,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
40,0.2291578769683838,0.08857751001662487,0.0007518529891967773,3.1566160679845415e-05,25,0.01,"{'C': 25, 'gamma': 0.01}",0.875,0.925,0.85,0.8,0.8,0.925,0.875,0.85,0.9,0.9,0.8700000000000001,0.04301162633521314,17,0.9277777777777778,0.9138888888888889,0.9277777777777778,0.9277777777777778,0.9361111111111111,0.9194444444444444,0.925,0.9222222222222223,0.9222222222222223,0.9305555555555556,0.9252777777777779,0.005886005583449204
41,0.22704813480377198,0.08969948103803835,0.0007590055465698242,3.485859821896015e-05,25,0.05,"{'C': 25, 'gamma': 0.05}",0.875,0.925,0.85,0.8,0.8,0.925,0.875,0.85,0.9,0.9,0.8700000000000001,0.04301162633521314,17,0.9277777777777778,0.9138888888888889,0.9277777777777778,0.9277777777777778,0.9361111111111111,0.9194444444444444,0.925,0.9222222222222223,0.9222222222222223,0.9305555555555556,0.9252777777777779,0.005886005583449204
42,0.22917118072509765,0.0923691690959199,0.0007909536361694336,0.00010242919727401614,25,0.1,"{'C': 25, 'gamma': 0.1}",0.875,0.925,0.85,0.8,0.8,0.925,0.875,0.85,0.9,0.9,0.8700000000000001,0.04301162633521314,17,0.9277777777777778,0.9138888888888889,0.9277777777777778,0.9277777777777778,0.9361111111111111,0.9194444444444444,0.925,0.9222222222222223,0.9222222222222223,0.9305555555555556,0.9252777777777779,0.005886005583449204
43,0.2267463207244873,0.09097854819747667,0.0007604598999023437,3.4634629682914386e-05,25,0.5,"{'C': 25, 'gamma': 0.5}",0.875,0.925,0.85,0.8,0.8,0.925,0.875,0.85,0.9,0.9,0.8700000000000001,0.04301162633521314,17,0.9277777777777778,0.9138888888888889,0.9277777777777778,0.9277777777777778,0.9361111111111111,0.9194444444444444,0.925,0.9222222222222223,0.9222222222222223,0.9305555555555556,0.9252777777777779,0.005886005583449204
44,0.23001010417938234,0.0896901617191717,0.0008282661437988281,0.00010348849475939264,25,0.1,"{'C': 25, 'gamma': 0.1}",0.875,0.925,0.85,0.8,0.8,0.925,0.875,0.85,0.9,0.9,0.8700000000000001,0.04301162633521314,17,0.9277777777777778,0.9138888888888889,0.9277777777777778,0.9277777777777778,0.9361111111111111,0.9194444444444444,0.925,0.9222222222222223,0.9222222222222223,0.9305555555555556,0.9252777777777779,0.005886005583449204
45,0.2327815294265747,0.08841924229740372,0.0008120536804199219,8.894457456876089e-05,25,0.25,"{'C': 25, 'gamma': 0.25}",0.875,0.925,0.85,0.8,0.8,0.925,0.875,0.85,0.9,0.9,0.8700000000000001,0.04301162633521314,17,0.9277777777777778,0.9138888888888889,0.9277777777777778,0.9277777777777778,0.9361111111111111,0.9194444444444444,0.925,0.9222222222222223,0.9222222222222223,0.9305555555555556,0.9252777777777779,0.005886005583449204
46,0.2308030605316162,0.09399486991153626,0.0007776021957397461,6.168190919585999e-05,25,0.5,"{'C': 25, 'gamma': 0.5}",0.875,0.925,0.85,0.8,0.8,0.925,0.875,0.85,0.9,0.9,0.8700000000000001,0.04301162633521314,17,0.9277777777777778,0.9138888888888889,0.9277777777777778,0.9277777777777778,0.9361111111111111,0.9194444444444444,0.925,0.9222222222222223,0.9222222222222223,0.9305555555555556,0.9252777777777779,0.005886005583449204
47,0.22894890308380128,0.08702328886642166,0.0007562875747680664,6.372161495107399e-05,25,1,"{'C': 25, 'gamma': 1}",0.875,0.925,0.85,0.8,0.8,0.925,0.875,0.85,0.9,0.9,0.8700000000000001,0.04301162633521314,17,0.9277777777777778,0.9138888888888889,0.9277777777777778,0.9277777777777778,0.9361111111111111,0.9194444444444444,0.925,0.9222222222222223,0.9222222222222223,0.9305555555555556,0.9252777777777779,0.005886005583449204
48,0.4266348838806152,0.22496997637235872,0.0008064746856689453,8.148707572734769e-05,50,0.01,"{'C': 50, 'gamma': 0.01}",0.875,0.925,0.85,0.8,0.775,0.925,0.875,0.85,0.875,0.9,0.865,0.04636809247747852,49,0.9333333333333333,0.9138888888888889,0.9277777777777778,0.9277777777777778,0.9388888888888889,0.9194444444444444,0.925,0.9222222222222223,0.9222222222222223,0.9333333333333333,0.9263888888888889,0.0070546806106668355
49,0.501120638847351,0.2932167805316831,0.0014250040054321288,0.0010303143710616155,50,0.05,"{'C': 50, 'gamma': 0.05}",0.875,0.925,0.85,0.8,0.775,0.925,0.875,0.85,0.875,0.9,0.865,0.04636809247747852,49,0.9333333333333333,0.9138888888888889,0.9277777777777778,0.9277777777777778,0.9388888888888889,0.9194444444444444,0.925,0.9222222222222223,0.9222222222222223,0.9333333333333333,0.9263888888888889,0.0070546806106668355
50,0.46739730834960935,0.2503033327082138,0.0009035348892211914,0.0002106399487363609,50,0.1,"{'C': 50, 'gamma': 0.1}",0.875,0.925,0.85,0.8,0.775,0.925,0.875,0.85,0.875,0.9,0.865,0.04636809247747852,49,0.9333333333333333,0.9138888888888889,0.9277777777777778,0.9277777777777778,0.9388888888888889,0.9194444444444444,0.925,0.9222222222222223,0.9222222222222223,0.9333333333333333,0.9263888888888889,0.0070546806106668355
51,0.4349621057510376,0.23228810967320912,0.0008236646652221679,0.00014893003328755568,50,0.5,"{'C': 50, 'gamma': 0.5}",0.875,0.925,0.85,0.8,0.775,0.925,0.875,0.85,0.875,0.9,0.865,0.04636809247747852,49,0.9333333333333333,0.9138888888888889,0.9277777777777778,0.9277777777777778,0.9388888888888889,0.9194444444444444,0.925,0.9222222222222223,0.9222222222222223,0.9333333333333333,0.9263888888888889,0.0070546806106668355
52,0.43866839408874514,0.22950315983986766,0.0008066892623901367,0.00010983813524972791,50,0.1,"{'C': 50, 'gamma': 0.1}",0.875,0.925,0.85,0.8,0.775,0.925,0.875,0.85,0.875,0.9,0.865,0.04636809247747852,49,0.9333333333333333,0.9138888888888889,0.9277777777777778,0.9277777777777778,0.9388888888888889,0.9194444444444444,0.925,0.9222222222222223,0.9222222222222223,0.9333333333333333,0.9263888888888889,0.0070546806106668355
53,0.434494686126709,0.2263063403550032,0.0008299112319946289,0.00015029614684421483,50,0.25,"{'C': 50, 'gamma': 0.25}",0.875,0.925,0.85,0.8,0.775,0.925,0.875,0.85,0.875,0.9,0.865,0.04636809247747852,49,0.9333333333333333,0.9138888888888889,0.9277777777777778,0.9277777777777778,0.9388888888888889,0.9194444444444444,0.925,0.9222222222222223,0.9222222222222223,0.9333333333333333,0.9263888888888889,0.0070546806106668355
54,0.4413444519042969,0.23466189374852636,0.0007687091827392578,5.160920270479022e-05,50,0.5,"{'C': 50, 'gamma': 0.5}",0.875,0.925,0.85,0.8,0.775,0.925,0.875,0.85,0.875,0.9,0.865,0.04636809247747852,49,0.9333333333333333,0.9138888888888889,0.9277777777777778,0.9277777777777778,0.9388888888888889,0.9194444444444444,0.925,0.9222222222222223,0.9222222222222223,0.9333333333333333,0.9263888888888889,0.0070546806106668355
55,0.43474042415618896,0.22384958912765038,0.0007845640182495117,4.2522279426923986e-05,50,1,"{'C': 50, 'gamma': 1}",0.875,0.925,0.85,0.8,0.775,0.925,0.875,0.85,0.875,0.9,0.865,0.04636809247747852,49,0.9333333333333333,0.9138888888888889,0.9277777777777778,0.9277777777777778,0.9388888888888889,0.9194444444444444,0.925,0.9222222222222223,0.9222222222222223,0.9333333333333333,0.9263888888888889,0.0070546806106668355
